;concept:name;lifecycle:transition;time:timestamp;case:concept:name;concept:resource;concept:instance
281;Documentacao de requisitos funcionais;complete;2026-01-05 10:37:14.751000+00:00;Demanda 0008;re7;1
282;Contagem de ponto de funcao;begin;2026-01-05 09:55:12.751000+00:00;Demanda 0008;re7;2
283;Contagem de ponto de funcao;complete;2026-01-05 10:55:12.751000+00:00;Demanda 0008;re7;2
284;Contagem de ponto de funcao;begin;2026-01-05 09:02:03.751000+00:00;Demanda 0008;re10;3
285;Contagem de ponto de funcao;complete;2026-01-05 11:02:03.751000+00:00;Demanda 0008;re10;3
286;Publicar solucao;begin;2026-01-05 07:13:08.751000+00:00;Demanda 0008;re10;4
287;Publicar solucao;complete;2026-01-05 11:13:08.751000+00:00;Demanda 0008;re10;4
288;Construcao de funcionalidade;begin;2026-01-04 11:51:43.751000+00:00;Demanda 0008;re10;5
289;Construcao de funcionalidade;complete;2026-01-05 11:51:43.751000+00:00;Demanda 0008;re10;5
290;Manutencao de funcionalidade;begin;2026-01-04 12:05:29.751000+00:00;Demanda 0008;re10;6
291;Manutencao de funcionalidade;complete;2026-01-05 12:05:29.751000+00:00;Demanda 0008;re10;6
292;Contagem de ponto de funcao;begin;2026-01-05 08:41:00.751000+00:00;Demanda 0008;re11;7
293;Contagem de ponto de funcao;complete;2026-01-05 12:41:00.751000+00:00;Demanda 0008;re11;7
294;Contagem de ponto de funcao;begin;2026-01-05 10:41:10.751000+00:00;Demanda 0008;re7;8
295;Contagem de ponto de funcao;complete;2026-01-05 12:41:10.751000+00:00;Demanda 0008;re7;8
296;Corrigir erro;begin;2026-01-05 06:45:10.751000+00:00;Demanda 0008;re7;9
297;Corrigir erro;complete;2026-01-05 12:45:10.751000+00:00;Demanda 0008;re7;9
298;Planejamento de entrega;begin;2026-01-05 08:55:27.751000+00:00;Demanda 0008;re10;10
299;Planejamento de entrega;complete;2026-01-05 12:55:27.751000+00:00;Demanda 0008;re10;10
300;Publicar solucao;begin;2026-01-05 07:13:05.751000+00:00;Demanda 0008;re10;11
301;Publicar solucao;complete;2026-01-05 13:13:05.751000+00:00;Demanda 0008;re10;11
302;Contagem de ponto de funcao;begin;2026-01-05 11:14:16.751000+00:00;Demanda 0008;re7;12
303;Contagem de ponto de funcao;complete;2026-01-05 13:14:16.751000+00:00;Demanda 0008;re7;12
304;Contagem de ponto de funcao;begin;2026-01-05 09:14:59.751000+00:00;Demanda 0008;re7;13
305;Contagem de ponto de funcao;complete;2026-01-05 13:14:59.751000+00:00;Demanda 0008;re7;13
306;Gestao da demanda;begin;2026-01-05 11:28:52.751000+00:00;Demanda 0008;re10;14
307;Gestao da demanda;complete;2026-01-05 13:28:52.751000+00:00;Demanda 0008;re10;14
308;Elaborar caso de teste;begin;2026-01-05 19:29:36.751000+00:00;Demanda 0008;re11;15
309;Elaborar caso de teste;complete;2026-01-06 13:29:36.751000+00:00;Demanda 0008;re11;15
310;Executar teste;begin;2026-01-06 13:43:04.751000+00:00;Demanda 0008;re7;16
311;Executar teste;complete;2026-01-06 09:43:04.751000+00:00;Demanda 0008;re7;16
312;Contagem de ponto de funcao;begin;2026-01-05 11:43:18.751000+00:00;Demanda 0008;re10;17
313;Contagem de ponto de funcao;complete;2026-01-05 13:43:18.751000+00:00;Demanda 0008;re10;17
314;Contagem de ponto de funcao;begin;2026-01-05 12:59:30.751000+00:00;Demanda 0008;re7;18
315;Contagem de ponto de funcao;complete;2026-01-05 13:59:30.751000+00:00;Demanda 0008;re7;18
316;Review da entrega;begin;2026-01-05 10:00:53.751000+00:00;Demanda 0008;re7;19
317;Review da entrega;complete;2026-01-05 14:00:53.751000+00:00;Demanda 0008;re7;19
318;Atualizacao de requisitos funcionais;begin;2026-01-05 02:34:59.751000+00:00;Demanda 0008;re7;20
319;Atualizacao de requisitos funcionais;complete;2026-01-05 10:34:59.751000+00:00;Demanda 0008;re7;20
320;Documentacao de requisitos funcionais;begin;2026-01-05 02:25:06.751000+00:00;Demanda 0009;re8;1
321;Documentacao de requisitos funcionais;complete;2026-01-05 06:25:06.751000+00:00;Demanda 0009;re8;1
322;Contagem de ponto de funcao;begin;2026-01-05 02:27:25.751000+00:00;Demanda 0009;re9;2
323;Contagem de ponto de funcao;complete;2026-01-05 06:27:25.751000+00:00;Demanda 0009;re9;2
324;Contagem de ponto de funcao;begin;2026-01-04 23:02:20.751000+00:00;Demanda 0009;re7;3
325;Contagem de ponto de funcao;complete;2026-01-05 07:02:20.751000+00:00;Demanda 0009;re7;3
326;Publicar solucao;begin;2026-01-05 01:09:59.751000+00:00;Demanda 0009;re8;4
327;Publicar solucao;complete;2026-01-05 07:09:59.751000+00:00;Demanda 0009;re8;4
328;Manutencao de funcionalidade;begin;2026-01-04 07:15:31.751000+00:00;Demanda 0009;re6;5
329;Manutencao de funcionalidade;complete;2026-01-05 07:15:31.751000+00:00;Demanda 0009;re6;5
330;Construcao de funcionalidade;begin;2026-01-04 15:22:37.751000+00:00;Demanda 0009;re8;6
331;Construcao de funcionalidade;complete;2026-01-05 07:22:37.751000+00:00;Demanda 0009;re8;6
332;Contagem de ponto de funcao;begin;2026-01-05 04:09:40.751000+00:00;Demanda 0009;re9;7
333;Contagem de ponto de funcao;complete;2026-01-05 08:09:40.751000+00:00;Demanda 0009;re9;7
334;Contagem de ponto de funcao;begin;2026-01-05 04:28:23.751000+00:00;Demanda 0009;re5;8
335;Contagem de ponto de funcao;complete;2026-01-05 08:28:23.751000+00:00;Demanda 0009;re5;8
336;Corrigir erro;begin;2026-01-05 02:38:53.751000+00:00;Demanda 0009;re9;9
337;Corrigir erro;complete;2026-01-05 08:38:53.751000+00:00;Demanda 0009;re9;9
338;Planejamento de entrega;begin;2026-01-05 07:52:40.751000+00:00;Demanda 0009;re7;10
339;Planejamento de entrega;complete;2026-01-05 08:52:40.751000+00:00;Demanda 0009;re7;10
340;Publicar solucao;begin;2026-01-05 03:08:33.751000+00:00;Demanda 0009;re6;11
341;Publicar solucao;complete;2026-01-05 09:08:33.751000+00:00;Demanda 0009;re6;11
342;Contagem de ponto de funcao;begin;2026-01-05 07:15:24.751000+00:00;Demanda 0009;re5;12
343;Contagem de ponto de funcao;complete;2026-01-05 09:15:24.751000+00:00;Demanda 0009;re5;12
344;Contagem de ponto de funcao;begin;2026-01-05 08:23:58.751000+00:00;Demanda 0009;re7;13
345;Contagem de ponto de funcao;complete;2026-01-05 09:23:58.751000+00:00;Demanda 0009;re7;13
346;Gestao da demanda;begin;2026-01-05 01:38:07.751000+00:00;Demanda 0009;re7;14
347;Gestao da demanda;complete;2026-01-05 09:38:07.751000+00:00;Demanda 0009;re7;14
348;Elaborar caso de teste;begin;2026-01-05 15:45:26.751000+00:00;Demanda 0009;re5;15
349;Elaborar caso de teste;complete;2026-01-06 05:45:26.751000+00:00;Demanda 0009;re5;15
350;Executar teste;begin;2026-01-06 09:51:41.751000+00:00;Demanda 0009;re9;16
351;Executar teste;complete;2026-01-06 01:51:41.751000+00:00;Demanda 0009;re9;16
352;Contagem de ponto de funcao;begin;2026-01-05 05:52:15.751000+00:00;Demanda 0009;re6;17
353;Contagem de ponto de funcao;complete;2026-01-05 09:52:15.751000+00:00;Demanda 0009;re6;17
354;Contagem de ponto de funcao;begin;2026-01-05 09:00:09.751000+00:00;Demanda 0009;re5;18
355;Contagem de ponto de funcao;complete;2026-01-05 10:00:09.751000+00:00;Demanda 0009;re5;18
356;Review da entrega;begin;2026-01-05 09:03:35.751000+00:00;Demanda 0009;re7;19
357;Review da entrega;complete;2026-01-05 10:03:35.751000+00:00;Demanda 0009;re7;19
358;Atualizacao de requisitos funcionais;begin;2026-01-04 14:19:50.751000+00:00;Demanda 0009;re9;20
359;Atualizacao de requisitos funcionais;complete;2026-01-05 06:19:50.751000+00:00;Demanda 0009;re9;20
360;Documentacao de requisitos funcionais;begin;2026-01-04 14:36:31.751000+00:00;Demanda 0010;re12;1
361;Documentacao de requisitos funcionais;complete;2026-01-05 02:36:31.751000+00:00;Demanda 0010;re12;1
362;Contagem de ponto de funcao;begin;2026-01-05 01:15:20.751000+00:00;Demanda 0010;re12;2
363;Contagem de ponto de funcao;complete;2026-01-05 03:15:20.751000+00:00;Demanda 0010;re12;2
364;Contagem de ponto de funcao;begin;2026-01-04 23:29:05.751000+00:00;Demanda 0010;re13;3
365;Contagem de ponto de funcao;complete;2026-01-05 03:29:05.751000+00:00;Demanda 0010;re13;3
366;Publicar solucao;begin;2026-01-04 23:52:10.751000+00:00;Demanda 0010;re13;4
367;Publicar solucao;complete;2026-01-05 03:52:10.751000+00:00;Demanda 0010;re13;4
368;Manutencao de funcionalidade;begin;2026-01-04 19:58:00.751000+00:00;Demanda 0010;re13;5
369;Manutencao de funcionalidade;complete;2026-01-05 03:58:00.751000+00:00;Demanda 0010;re13;5
370;Construcao de funcionalidade;begin;2026-01-05 00:06:26.751000+00:00;Demanda 0010;re13;6
371;Construcao de funcionalidade;complete;2026-01-05 04:06:26.751000+00:00;Demanda 0010;re13;6
372;Contagem de ponto de funcao;begin;2026-01-05 03:45:17.751000+00:00;Demanda 0010;re12;7
373;Contagem de ponto de funcao;complete;2026-01-05 04:45:17.751000+00:00;Demanda 0010;re12;7
374;Contagem de ponto de funcao;begin;2026-01-05 03:50:25.751000+00:00;Demanda 0010;re13;8
375;Contagem de ponto de funcao;complete;2026-01-05 04:50:25.751000+00:00;Demanda 0010;re13;8
376;Corrigir erro;begin;2026-01-04 20:56:01.751000+00:00;Demanda 0010;re12;9
377;Corrigir erro;complete;2026-01-05 04:56:01.751000+00:00;Demanda 0010;re12;9
378;Planejamento de entrega;begin;2026-01-05 04:00:08.751000+00:00;Demanda 0010;re13;10
379;Planejamento de entrega;complete;2026-01-05 05:00:08.751000+00:00;Demanda 0010;re13;10
380;Publicar solucao;begin;2026-01-05 03:15:40.751000+00:00;Demanda 0010;re12;11
381;Publicar solucao;complete;2026-01-05 05:15:40.751000+00:00;Demanda 0010;re12;11
382;Contagem de ponto de funcao;begin;2026-01-05 03:16:10.751000+00:00;Demanda 0010;re13;12
383;Contagem de ponto de funcao;complete;2026-01-05 05:16:10.751000+00:00;Demanda 0010;re13;12
384;Contagem de ponto de funcao;begin;2026-01-05 03:22:13.751000+00:00;Demanda 0010;re12;13
385;Contagem de ponto de funcao;complete;2026-01-05 05:22:13.751000+00:00;Demanda 0010;re12;13
386;Review da entrega;begin;2026-01-05 04:22:42.751000+00:00;Demanda 0010;re13;14
387;Review da entrega;complete;2026-01-05 05:22:42.751000+00:00;Demanda 0010;re13;14
388;Elaborar caso de teste;begin;2026-01-05 11:32:57.751000+00:00;Demanda 0010;re13;15
389;Elaborar caso de teste;complete;2026-01-05 21:32:57.751000+00:00;Demanda 0010;re13;15
390;Executar teste;begin;2026-01-06 05:39:29.751000+00:00;Demanda 0010;re12;16
391;Executar teste;complete;2026-01-06 01:39:29.751000+00:00;Demanda 0010;re12;16
392;Contagem de ponto de funcao;begin;2026-01-05 03:39:45.751000+00:00;Demanda 0010;re13;17
393;Contagem de ponto de funcao;complete;2026-01-05 05:39:45.751000+00:00;Demanda 0010;re13;17
394;Contagem de ponto de funcao;begin;2026-01-05 04:00:09.751000+00:00;Demanda 0010;re12;18
395;Contagem de ponto de funcao;complete;2026-01-05 06:00:09.751000+00:00;Demanda 0010;re12;18
396;Gestao da demanda;begin;2026-01-04 22:08:17.751000+00:00;Demanda 0010;re12;19
397;Gestao da demanda;complete;2026-01-05 06:08:17.751000+00:00;Demanda 0010;re12;19
398;Atualizacao de requisitos funcionais;begin;2026-01-05 00:32:02.751000+00:00;Demanda 0010;re13;20
399;Atualizacao de requisitos funcionais;complete;2026-01-05 02:32:02.751000+00:00;Demanda 0010;re13;20
400;Documentacao de requisitos funcionais;begin;2026-01-04 18:45:14.751000+00:00;Demanda 0011;re11;1
401;Documentacao de requisitos funcionais;complete;2026-01-04 22:45:14.751000+00:00;Demanda 0011;re11;1
402;Contagem de ponto de funcao;begin;2026-01-04 21:53:40.751000+00:00;Demanda 0011;re10;2
403;Contagem de ponto de funcao;complete;2026-01-04 22:53:40.751000+00:00;Demanda 0011;re10;2
404;Contagem de ponto de funcao;begin;2026-01-04 21:17:26.751000+00:00;Demanda 0011;re7;3
405;Contagem de ponto de funcao;complete;2026-01-04 23:17:26.751000+00:00;Demanda 0011;re7;3
406;Publicar solucao;begin;2026-01-04 21:24:23.751000+00:00;Demanda 0011;re10;4
407;Publicar solucao;complete;2026-01-04 23:24:23.751000+00:00;Demanda 0011;re10;4
408;Construcao de funcionalidade;begin;2026-01-04 15:32:14.751000+00:00;Demanda 0011;re11;5
409;Construcao de funcionalidade;complete;2026-01-04 23:32:14.751000+00:00;Demanda 0011;re11;5
410;Manutencao de funcionalidade;begin;2026-01-04 07:47:23.751000+00:00;Demanda 0011;re11;6
411;Manutencao de funcionalidade;complete;2026-01-04 23:47:23.751000+00:00;Demanda 0011;re11;6
412;Contagem de ponto de funcao;begin;2026-01-04 16:10:01.751000+00:00;Demanda 0011;re10;7
413;Contagem de ponto de funcao;complete;2026-01-05 00:10:01.751000+00:00;Demanda 0011;re10;7
414;Contagem de ponto de funcao;begin;2026-01-04 23:12:08.751000+00:00;Demanda 0011;re7;8
415;Contagem de ponto de funcao;complete;2026-01-05 00:12:08.751000+00:00;Demanda 0011;re7;8
416;Corrigir erro;begin;2026-01-04 16:19:57.751000+00:00;Demanda 0011;re10;9
417;Corrigir erro;complete;2026-01-05 00:19:57.751000+00:00;Demanda 0011;re10;9
418;Planejamento de entrega;begin;2026-01-04 23:34:12.751000+00:00;Demanda 0011;re11;10
419;Planejamento de entrega;complete;2026-01-05 00:34:12.751000+00:00;Demanda 0011;re11;10
420;Publicar solucao;begin;2026-01-04 18:48:38.751000+00:00;Demanda 0011;re11;11
421;Publicar solucao;complete;2026-01-05 00:48:38.751000+00:00;Demanda 0011;re11;11
422;Contagem de ponto de funcao;begin;2026-01-04 23:58:29.751000+00:00;Demanda 0011;re10;12
423;Contagem de ponto de funcao;complete;2026-01-05 00:58:29.751000+00:00;Demanda 0011;re10;12
424;Contagem de ponto de funcao;begin;2026-01-04 17:11:06.751000+00:00;Demanda 0011;re11;13
425;Contagem de ponto de funcao;complete;2026-01-05 01:11:06.751000+00:00;Demanda 0011;re11;13
426;Review da entrega;begin;2026-01-04 19:12:48.751000+00:00;Demanda 0011;re7;14
427;Review da entrega;complete;2026-01-05 01:12:48.751000+00:00;Demanda 0011;re7;14
428;Elaborar caso de teste;begin;2026-01-05 07:16:08.751000+00:00;Demanda 0011;re7;15
429;Elaborar caso de teste;complete;2026-01-05 15:16:08.751000+00:00;Demanda 0011;re7;15
430;Executar teste;begin;2026-01-06 01:55:26.751000+00:00;Demanda 0011;re7;16
431;Executar teste;complete;2026-01-05 14:55:26.751000+00:00;Demanda 0011;re7;16
432;Contagem de ponto de funcao;begin;2026-01-05 00:55:33.751000+00:00;Demanda 0011;re10;17
433;Contagem de ponto de funcao;complete;2026-01-05 01:55:33.751000+00:00;Demanda 0011;re10;17
434;Contagem de ponto de funcao;begin;2026-01-04 17:57:36.751000+00:00;Demanda 0011;re11;18
435;Contagem de ponto de funcao;complete;2026-01-05 01:57:36.751000+00:00;Demanda 0011;re11;18
436;Gestao da demanda;begin;2026-01-05 01:02:59.751000+00:00;Demanda 0011;re7;19
437;Gestao da demanda;complete;2026-01-05 02:02:59.751000+00:00;Demanda 0011;re7;19
438;Atualizacao de requisitos funcionais;begin;2026-01-04 14:26:34.751000+00:00;Demanda 0011;re11;20
439;Atualizacao de requisitos funcionais;complete;2026-01-04 22:26:34.751000+00:00;Demanda 0011;re11;20
440;Documentacao de requisitos funcionais;begin;2026-01-04 06:11:59.751000+00:00;Demanda 0012;re10;1
441;Documentacao de requisitos funcionais;complete;2026-01-04 18:11:59.751000+00:00;Demanda 0012;re10;1
442;Contagem de ponto de funcao;begin;2026-01-04 14:52:50.751000+00:00;Demanda 0012;re7;2
443;Contagem de ponto de funcao;complete;2026-01-04 18:52:50.751000+00:00;Demanda 0012;re7;2
444;Contagem de ponto de funcao;begin;2026-01-04 15:01:09.751000+00:00;Demanda 0012;re10;3
445;Contagem de ponto de funcao;complete;2026-01-04 19:01:09.751000+00:00;Demanda 0012;re10;3
446;Publicar solucao;begin;2026-01-04 15:02:49.751000+00:00;Demanda 0012;re11;4
447;Publicar solucao;complete;2026-01-04 19:02:49.751000+00:00;Demanda 0012;re11;4
448;Construcao de funcionalidade;begin;2026-01-03 19:25:51.751000+00:00;Demanda 0012;re10;5
449;Construcao de funcionalidade;complete;2026-01-04 19:25:51.751000+00:00;Demanda 0012;re10;5
450;Corrigir erro;begin;2026-01-04 13:37:36.751000+00:00;Demanda 0012;re11;6
451;Corrigir erro;complete;2026-01-04 19:37:36.751000+00:00;Demanda 0012;re11;6
452;Contagem de ponto de funcao;begin;2026-01-04 17:41:08.751000+00:00;Demanda 0012;re10;7
453;Contagem de ponto de funcao;complete;2026-01-04 19:41:08.751000+00:00;Demanda 0012;re10;7
454;Contagem de ponto de funcao;begin;2026-01-04 18:54:13.751000+00:00;Demanda 0012;re7;8
455;Contagem de ponto de funcao;complete;2026-01-04 19:54:13.751000+00:00;Demanda 0012;re7;8
456;Manutencao de funcionalidade;begin;2026-01-04 16:01:58.751000+00:00;Demanda 0012;re7;9
457;Manutencao de funcionalidade;complete;2026-01-04 20:01:58.751000+00:00;Demanda 0012;re7;9
458;Planejamento de entrega;begin;2026-01-04 16:15:33.751000+00:00;Demanda 0012;re11;10
459;Planejamento de entrega;complete;2026-01-04 20:15:33.751000+00:00;Demanda 0012;re11;10
460;Publicar solucao;begin;2026-01-04 16:23:24.751000+00:00;Demanda 0012;re10;11
461;Publicar solucao;complete;2026-01-04 20:23:24.751000+00:00;Demanda 0012;re10;11
462;Contagem de ponto de funcao;begin;2026-01-04 16:36:49.751000+00:00;Demanda 0012;re7;12
463;Contagem de ponto de funcao;complete;2026-01-04 20:36:49.751000+00:00;Demanda 0012;re7;12
464;Contagem de ponto de funcao;begin;2026-01-04 18:48:44.751000+00:00;Demanda 0012;re7;13
465;Contagem de ponto de funcao;complete;2026-01-04 20:48:44.751000+00:00;Demanda 0012;re7;13
466;Review da entrega;begin;2026-01-04 16:49:13.751000+00:00;Demanda 0012;re11;14
467;Review da entrega;complete;2026-01-04 20:49:13.751000+00:00;Demanda 0012;re11;14
468;Elaborar caso de teste;begin;2026-01-05 03:06:03.751000+00:00;Demanda 0012;re11;15
469;Elaborar caso de teste;complete;2026-01-05 21:06:03.751000+00:00;Demanda 0012;re11;15
470;Executar teste;begin;2026-01-05 21:42:52.751000+00:00;Demanda 0012;re11;16
471;Executar teste;complete;2026-01-05 10:42:52.751000+00:00;Demanda 0012;re11;16
472;Contagem de ponto de funcao;begin;2026-01-04 13:48:09.751000+00:00;Demanda 0012;re11;17
473;Contagem de ponto de funcao;complete;2026-01-04 21:48:09.751000+00:00;Demanda 0012;re11;17
474;Contagem de ponto de funcao;begin;2026-01-04 20:54:19.751000+00:00;Demanda 0012;re7;18
475;Contagem de ponto de funcao;complete;2026-01-04 21:54:19.751000+00:00;Demanda 0012;re7;18
476;Gestao da demanda;begin;2026-01-04 20:04:13.751000+00:00;Demanda 0012;re10;19
477;Gestao da demanda;complete;2026-01-04 22:04:13.751000+00:00;Demanda 0012;re10;19
478;Atualizacao de requisitos funcionais;begin;2026-01-04 16:10:53.751000+00:00;Demanda 0012;re10;20
479;Atualizacao de requisitos funcionais;complete;2026-01-04 18:10:53.751000+00:00;Demanda 0012;re10;20
480;Documentacao de requisitos funcionais;begin;2026-01-04 06:55:12.751000+00:00;Demanda 0013;re11;1
481;Documentacao de requisitos funcionais;complete;2026-01-04 14:55:12.751000+00:00;Demanda 0013;re11;1
482;Contagem de ponto de funcao;begin;2026-01-04 10:59:37.751000+00:00;Demanda 0013;re7;2
483;Contagem de ponto de funcao;complete;2026-01-04 14:59:37.751000+00:00;Demanda 0013;re7;2
484;Contagem de ponto de funcao;begin;2026-01-04 14:13:16.751000+00:00;Demanda 0013;re10;3
485;Contagem de ponto de funcao;complete;2026-01-04 15:13:16.751000+00:00;Demanda 0013;re10;3
486;Publicar solucao;begin;2026-01-04 11:15:04.751000+00:00;Demanda 0013;re11;4
487;Publicar solucao;complete;2026-01-04 15:15:04.751000+00:00;Demanda 0013;re11;4
488;Manutencao de funcionalidade;begin;2026-01-03 15:57:24.751000+00:00;Demanda 0013;re11;5
489;Manutencao de funcionalidade;complete;2026-01-04 15:57:24.751000+00:00;Demanda 0013;re11;5
490;Corrigir erro;begin;2026-01-04 14:19:15.751000+00:00;Demanda 0013;re11;6
491;Corrigir erro;complete;2026-01-04 16:19:15.751000+00:00;Demanda 0013;re11;6
492;Contagem de ponto de funcao;begin;2026-01-04 15:25:34.751000+00:00;Demanda 0013;re11;7
493;Contagem de ponto de funcao;complete;2026-01-04 16:25:34.751000+00:00;Demanda 0013;re11;7
494;Contagem de ponto de funcao;begin;2026-01-04 14:28:20.751000+00:00;Demanda 0013;re10;8
495;Contagem de ponto de funcao;complete;2026-01-04 16:28:20.751000+00:00;Demanda 0013;re10;8
496;Construcao de funcionalidade;begin;2026-01-04 04:30:37.751000+00:00;Demanda 0013;re11;9
497;Construcao de funcionalidade;complete;2026-01-04 16:30:37.751000+00:00;Demanda 0013;re11;9
498;Planejamento de entrega;begin;2026-01-04 11:06:09.751000+00:00;Demanda 0013;re7;10
499;Planejamento de entrega;complete;2026-01-04 17:06:09.751000+00:00;Demanda 0013;re7;10
500;Publicar solucao;begin;2026-01-04 11:15:35.751000+00:00;Demanda 0013;re10;11
501;Publicar solucao;complete;2026-01-04 17:15:35.751000+00:00;Demanda 0013;re10;11
